# E[eV], EF_E [erg/cm^3s]
5.765014436496890880e+17,1.295912593302622982e-13
6.371326297502618880e+17,1.160853702655101851e-13
7.041404533570496000e+17,1.033113799521480206e-13
7.781955512908116480e+17,9.131776768686206162e-14
8.600390918624522240e+17,8.013976182730411528e-14
9.504901927345738240e+17,6.979022386563596860e-14
1.050454118926365952e+18,6.028250323096136456e-14
1.160931343010199296e+18,5.162000045199001538e-14
1.283027558177373440e+18,4.379280933934507295e-14
1.417964744387246336e+18,3.679082752414404052e-14
1.567093398353356288e+18,3.059455089306827604e-14
1.731906049768461568e+18,2.516824386417725733e-14
1.914052199043381760e+18,2.046893853391684933e-14
2.115354826061481728e+18,1.644624681897254885e-14
2.337828635174123520e+18,1.304780510294987692e-14
2.583700219038927872e+18,1.021541493868888790e-14
2.855430343107496960e+18,7.886217016099666115e-15
3.155738573793178624e+18,5.998699443844931258e-15
3.487630496805734912e+18,4.492790168724935080e-15
3.854427798063426560e+18,3.310242879680729255e-15
4.259801508242060288e+18,2.397301956353218867e-15
4.707808743683896320e+18,1.704666551927029990e-15
5.202933311381699584e+18,1.188793725020336495e-15
5.750130584426071040e+18,8.120680375491780407e-16
6.354877097045030912e+18,5.425970461704244655e-16
7.023225355599171584e+18,3.540294919087083704e-16
7.761864414099687424e+18,2.252659558367866692e-16
8.578186820509261824e+18,1.394994426509165120e-16
9.480362603846621184e+18,8.390210621473146663e-17
1.047742104258322432e+19,4.890981563546707354e-17
1.157934103269682586e+19,2.756287011909797233e-17
1.279715095981653811e+19,1.497669930006823647e-17
1.414303907501312205e+19,7.823022576062401128e-18
1.563047547891197747e+19,3.917365519967110611e-18
1.727434693498807296e+19,1.873708020631482004e-18
1.909110586129804493e+19,8.525492463985130467e-19
2.109893499181009715e+19,3.675414379185434922e-19
2.331792935531720294e+19,1.494399037320817483e-19
2.577029739323894989e+19,5.701683089537990088e-20
2.848058322916840243e+19,2.030119524711406760e-20
3.147591231470997914e+19,6.704926395817499198e-21
3.478626291011653632e+19,2.040624400748172263e-21
3.844476611679439258e+19,5.681666453732769762e-22
4.248803746450112512e+19,1.435773090325703144e-22
4.695654337187528704e+19,3.264434354272346401e-23
5.189500614795444224e+19,6.614301352397376288e-24
5.735285158807607706e+19,1.181784176886273938e-24
6.338470364385048986e+19,1.840437525396231742e-25
7.005093111802694042e+19,2.466263876468952251e-26
7.741825185576388198e+19,2.803273121307876683e-27
8.556040047924641792e+19,2.659610630091176967e-28
9.455886634856864154e+19,2.068309528867192346e-29
1.045037091346402345e+20,1.291531078734293461e-30
1.154944601666405335e+20,6.327018317955015452e-32
1.276411185750176072e+20,2.377587252019598963e-33
1.410652521997550060e+20,7.052501340701018516e-35
1.559012142821756436e+20,2.987754906164130839e-36
1.722974881173405696e+20,5.466240081290579793e-37
1.904181731247688909e+20,1.593907849450436947e-37
2.104446272105887498e+20,4.631998415404115160e-38
2.325772818584141496e+20,1.301669736468676364e-38
